,State,Year,Quater,District,Transaction_count,Transaction_amount
1703,delhi,2021,1,110092,3556986,5257050588.351093
1704,delhi,2021,1,110096,2839758,3612504308.4823294
1705,delhi,2021,1,110044,2645743,3938469447.3783674
1706,delhi,2021,1,110086,2287534,4240411610.532942
1707,delhi,2021,1,110084,2162372,2985492471.767673
1708,delhi,2021,1,110025,2149774,2920917417.1440935
1709,delhi,2021,1,110085,2084799,3980312902.164116
1710,delhi,2021,2,110006,54888173,88849307061.744
1711,delhi,2021,2,110001,27812030,47085593041.870026
1712,delhi,2021,2,110059,4052872,6828937673.963655
1713,delhi,2021,2,110092,3163351,4866794837.461931
1714,delhi,2021,2,110044,2832954,4116839483.335168
1715,delhi,2021,2,110096,2782115,3579728478.2270203
1716,delhi,2021,2,110086,2638400,4600117752.808466
1717,delhi,2021,2,110084,2220724,3106104150.789544
1718,delhi,2021,2,110043,2144919,3831289083.036586
1719,delhi,2021,2,110094,2055104,4068426801.7544923
1720,delhi,2021,3,110006,77515502,117511789786.6426
1721,delhi,2021,3,110001,37098256,58772291724.99803
1722,delhi,2021,3,110059,5085859,8604119136.980774
1723,delhi,2021,3,110092,4717758,6986398683.703991
1724,delhi,2021,3,110044,3751590,5383137560.067832
1725,delhi,2021,3,110096,3708201,4715948100.740036
1726,delhi,2021,3,110086,3291024,5909926857.842232
1727,delhi,2021,3,110025,2992099,4083552200.602017
1728,delhi,2021,3,110084,2951800,4093050255.6921024
1729,delhi,2021,3,110085,2936940,5522652836.145384
1730,delhi,2021,4,110006,96850347,152021116180.99402
1731,delhi,2021,4,110001,45632512,75082085294.90857
1732,delhi,2021,4,110059,5943757,10518242489.28677
1733,delhi,2021,4,110092,5571112,8499318004.834803
1734,delhi,2021,4,110044,4462678,6696444242.114
1735,delhi,2021,4,110096,4227391,5949257362.615062
1736,delhi,2021,4,110025,3961746,5551790404.003318
1737,delhi,2021,4,110086,3930362,7373955799.234581
1738,delhi,2021,4,110084,3455659,5003762511.4679985
1739,delhi,2021,4,110085,3441469,6668420149.437773
1740,delhi,2022,1,110006,112708284,170854549748.09644
1741,delhi,2022,1,110001,53611907,85366127462.83116
1742,delhi,2022,1,110059,6517564,11297429691.411884
1743,delhi,2022,1,110092,5941201,9009246553.242567
1744,delhi,2022,1,110044,4830269,7219702543.544838
1745,delhi,2022,1,110096,4584596,6478571783.238957
1746,delhi,2022,1,110025,4301886,5948489833.09691
1747,delhi,2022,1,110086,4286737,8020809205.490483
1748,delhi,2022,1,110084,3775690,5458246572.274104
1749,delhi,2022,1,110041,3769917,7362518721.575321
1750,delhi,2022,2,110006,139136098,200269818218.75818
1751,delhi,2022,2,110001,66110858,99696334337.04666
1752,delhi,2022,2,110059,7911848,13229721980.598223
1753,delhi,2022,2,110092,7653561,10718218989.295082
1754,delhi,2022,2,110044,5867922,8271727766.638143
1755,delhi,2022,2,110096,5775974,7492470881.603399
1756,delhi,2022,2,110025,5619553,7230302952.727861
1757,delhi,2022,2,110086,5076095,9266499934.113005
1758,delhi,2022,2,110084,4608613,6338184325.3083315
1759,delhi,2022,2,110085,4554877,8379282455.122171
1760,delhi,2022,3,110006,222465526,294132832922.7636
1761,delhi,2022,3,110001,28526787,37616195388.485214
1762,delhi,2022,3,110011,8581845,11865281418.909304
1763,delhi,2022,3,110059,7992943,13036442355.379208
1764,delhi,2022,3,110092,7839965,10701975487.01072
1765,delhi,2022,3,110091,7698720,10627800097.635551
1766,delhi,2022,3,110041,6489117,11438042921.96499
1767,delhi,2022,3,110044,6061206,8284650031.080469
1768,delhi,2022,3,110096,5849855,7406065685.155811
1769,delhi,2022,3,110025,5742673,7179824596.728046
1770,delhi,2022,4,110006,258183697,349487194869.16797
1771,delhi,2022,4,110001,20480539,26584239117.371742
1772,delhi,2022,4,110091,9548765,13433850052.441826
1773,delhi,2022,4,110059,8586883,14036923423.008097
1774,delhi,2022,4,110092,8283981,11402306752.71709
1775,delhi,2022,4,110025,6561517,7929218428.945629
1776,delhi,2022,4,110044,6470704,8894791105.324623
1777,delhi,2022,4,110041,6313451,11528807332.10993
1778,delhi,2022,4,110096,6216504,8186001224.2181835
1779,delhi,2022,4,110086,5461785,9854330085.819221
1780,goa,2018,1,403401,9837,17568338.79799645
1781,goa,2018,1,403722,9744,11322633.100998443
1782,goa,2018,1,403001,9291,25097908.117774002
1783,goa,2018,1,403516,8665,20955481.734586556
1784,goa,2018,1,403601,7816,15253400.125428408
1785,goa,2018,1,403802,5727,15622484.682305358
1786,goa,2018,1,403507,5612,11326760.334392622
1787,goa,2018,1,403521,5338,9688097.036790483
1788,goa,2018,1,403005,4803,7997260.160450119
1789,goa,2018,1,403804,4750,6591109.622970567
1790,goa,2018,2,403001,14264,42305543.14160389
1791,goa,2018,2,403722,14234,21311964.080055088
1792,goa,2018,2,403401,12720,24033686.038916767
1793,goa,2018,2,403601,12610,25616691.07949473
1794,goa,2018,2,403516,11029,31197737.216437142
1795,goa,2018,2,403802,8562,22358630.0928068
1796,goa,2018,2,403507,8020,16272457.977497825
1797,goa,2018,2,403521,7639,17220070.153678477
1798,goa,2018,2,403804,6900,11804389.773063881
1799,goa,2018,2,403005,5665,11613049.902262434
1800,goa,2018,3,403722,22917,33996326.905014634
1801,goa,2018,3,403001,22113,65175719.31863793
1802,goa,2018,3,403601,17903,40436318.02285242
1803,goa,2018,3,403401,16296,32348257.544165842
1804,goa,2018,3,403516,14608,40797130.68329917
1805,goa,2018,3,403521,11974,24385856.599048506
1806,goa,2018,3,403507,11946,24276446.699803285
1807,goa,2018,3,403802,11877,35494034.94870578
1808,goa,2018,3,403710,10563,13827083.058513794
1809,goa,2018,3,403804,8901,15925722.27251947
1810,goa,2018,4,403722,35544,50505207.291698724
1811,goa,2018,4,403001,32336,92617451.5407976
1812,goa,2018,4,403516,28227,80392196.0785678
1813,goa,2018,4,403601,26619,61260100.20156902
1814,goa,2018,4,403401,25089,52196415.07646713
1815,goa,2018,4,403521,18212,42707960.5111669
1816,goa,2018,4,403507,17757,39324040.12836148
1817,goa,2018,4,403802,16922,45556297.049840055
1818,goa,2018,4,403710,14586,20619676.600668464
1819,goa,2018,4,403515,12864,36191963.10593755
1820,goa,2019,1,403722,52100,65683966.67567325
1821,goa,2019,1,403516,49429,120568641.04708979
1822,goa,2019,1,403001,48157,117126419.80409841
1823,goa,2019,1,403601,40500,72041015.08431391
1824,goa,2019,1,403401,34688,69409662.83687635
1825,goa,2019,1,403507,25462,54691868.07654284
1826,goa,2019,1,403521,24945,51936751.3167674
1827,goa,2019,1,403802,23939,57966580.45296638
1828,goa,2019,1,403710,19391,25831797.922720797
1829,goa,2019,1,403515,18550,50212250.01811467
1830,goa,2019,2,403516,57502,140158213.78222042
1831,goa,2019,2,403001,50187,132034209.74153921
1832,goa,2019,2,403722,46052,69733882.07660605
1833,goa,2019,2,403601,44713,84650318.23221943
1834,goa,2019,2,403401,35486,73280500.60831174
1835,goa,2019,2,403802,26923,62896772.91372284
1836,goa,2019,2,403521,26720,60016280.44808927
1837,goa,2019,2,403507,26362,55923459.27119877
1838,goa,2019,2,403005,22682,46886341.52291346
1839,goa,2019,2,403515,19989,53445689.19045977
1840,goa,2019,3,403001,76717,190634992.80205646
1841,goa,2019,3,403516,72782,153953785.33328107
1842,goa,2019,3,403601,65384,112165356.47320148
1843,goa,2019,3,403722,58525,81441507.5393357
1844,goa,2019,3,403401,53766,100238324.18056624
1845,goa,2019,3,403521,43429,77069541.92646293
1846,goa,2019,3,403507,39517,70585529.42320849
1847,goa,2019,3,403802,38669,80096433.45362031
1848,goa,2019,3,403515,27668,61086760.88481556
1849,goa,2019,3,403005,27014,66619911.01644364
1850,goa,2019,4,403516,135378,292464329.40128493
1851,goa,2019,4,403001,106136,274328742.6405559
1852,goa,2019,4,403601,82485,154011504.60519874
1853,goa,2019,4,403722,69794,101338410.79671639
1854,goa,2019,4,403401,67906,126015373.96237186
1855,goa,2019,4,403521,62840,110927788.74862257
1856,goa,2019,4,403507,55086,106950656.23655891
1857,goa,2019,4,403802,47438,99171215.86013775
1858,goa,2019,4,403515,45767,103157548.62163651
1859,goa,2019,4,403509,44608,88622164.20410326
1860,goa,2020,1,403516,191898,368233387.98176056
1861,goa,2020,1,403001,181964,419066205.0266466
1862,goa,2020,1,403601,92215,169975147.56472602
1863,goa,2020,1,403401,87357,151470379.04268157
1864,goa,2020,1,403722,77810,107097598.3548781
1865,goa,2020,1,403521,74055,124787715.79154593
1866,goa,2020,1,403507,66856,120959303.59654321
1867,goa,2020,1,403515,59435,129517496.98445582
1868,goa,2020,1,403509,59406,109711951.40708037
1869,goa,2020,1,403802,58884,120845363.58208416
1870,goa,2020,2,403001,104077,201722910.30992788
1871,goa,2020,2,403401,82301,131689536.39495003
1872,goa,2020,2,403601,81918,132438816.34414929
1873,goa,2020,2,403722,74903,96657132.99605414
1874,goa,2020,2,403802,61104,118807661.66847572
1875,goa,2020,2,403507,59280,90142313.17402735
1876,goa,2020,2,403521,53506,69189469.4578091
1877,goa,2020,2,403710,42485,54164312.08651282
1878,goa,2020,2,403512,37359,50467381.80841158
1879,goa,2020,2,403516,36500,49911400.72982073
1880,goa,2020,3,403001,290028,642201696.1086454
1881,goa,2020,3,403601,108610,201400826.61977273
1882,goa,2020,3,403401,102498,187564533.42317834
1883,goa,2020,3,403722,98151,137838508.5320889
1884,goa,2020,3,403802,82424,169072236.57004094
1885,goa,2020,3,403507,72366,123686880.73359972
1886,goa,2020,3,403521,55838,87669159.90367323
1887,goa,2020,3,403710,49056,66953740.986312434
1888,goa,2020,3,403801,47326,88705938.65996572
1889,goa,2020,3,403512,39780,64358559.460581675
1890,goa,2020,4,403001,442303,1003262762.8099118
1891,goa,2020,4,403516,341199,647782223.4899273
1892,goa,2020,4,403601,185424,336967381.7900932
1893,goa,2020,4,403401,163622,298007827.74816597
1894,goa,2020,4,403722,158787,207336070.7699212
1895,goa,2020,4,403802,140557,255249103.41848332
1896,goa,2020,4,403507,127715,227370371.3648451
1897,goa,2020,4,403509,122477,216907309.71941936
1898,goa,2020,4,403518,109287,204571207.0442194
1899,goa,2020,4,403521,108192,198701199.0398263
1900,goa,2021,1,403001,900379,1813311525.497085
1901,goa,2021,1,403516,608783,1124876181.580154
1902,goa,2021,1,403509,219443,342997313.27164125
1903,goa,2021,1,403601,216236,392116727.1101128
1904,goa,2021,1,403518,198518,343463927.6784506
1905,goa,2021,1,403401,194115,355392238.3083636
1906,goa,2021,1,403515,174697,370042392.7646188
1907,goa,2021,1,403722,171177,217740794.93573526
1908,goa,2021,1,403802,159496,283329944.4390445
1909,goa,2021,1,403507,154751,292443367.5895457
1910,goa,2021,2,403001,1001588,1763922715.9206922
1911,goa,2021,2,403601,223522,384320497.3764209
1912,goa,2021,2,403401,221939,398131964.4125824
1913,goa,2021,2,403516,193862,342436816.4245352
1914,goa,2021,2,403722,190515,229145844.03707737
1915,goa,2021,2,403802,168897,286209153.45422065
1916,goa,2021,2,403507,140659,261136158.75062644
1917,goa,2021,2,403521,121990,201416435.32689095
1918,goa,2021,2,403512,110023,182998989.97435188
1919,goa,2021,2,403706,103193,169324337.47858804
1920,goa,2021,3,403001,1269330,2044070749.06711
1921,goa,2021,3,403516,395262,638515757.9112428
1922,goa,2021,3,403601,317882,555045295.1688402
1923,goa,2021,3,403401,286827,512751065.2781217
1924,goa,2021,3,403722,251178,289428212.9580049
1925,goa,2021,3,403802,237796,371935773.5213637
1926,goa,2021,3,403507,204635,367216100.16554654
1927,goa,2021,3,403509,164288,246987777.71069813
1928,goa,2021,3,403521,154967,238410595.37245578
1929,goa,2021,3,403512,142394,230076995.43356198
1930,goa,2021,4,403001,1935051,3497234194.7621446
1931,goa,2021,4,403516,1192672,2016364161.2772582
1932,goa,2021,4,403601,464535,800465316.2670435
1933,goa,2021,4,403509,437149,679267238.5503191
1934,goa,2021,4,403401,401455,707421144.5787781
1935,goa,2021,4,403518,399671,642590923.3267617
1936,goa,2021,4,403515,367244,714821614.0033742
1937,goa,2021,4,403802,329794,511366456.2412397
1938,goa,2021,4,403507,324042,563749463.5254459
1939,goa,2021,4,403722,321484,375250790.9597401
1940,goa,2022,1,403001,2218382,3849342160.883536
1941,goa,2022,1,403516,1184397,1857474633.5399528
1942,goa,2022,1,403601,520482,871831234.4884224
1943,goa,2022,1,403401,448371,779844720.1042322
1944,goa,2022,1,403509,431325,631078591.084168
1945,goa,2022,1,403518,389844,583453717.5851089
1946,goa,2022,1,403802,383586,579215263.7718663
1947,goa,2022,1,403507,375607,633332980.3002012
1948,goa,2022,1,403515,366783,668639001.0601594
1949,goa,2022,1,403722,352413,387050031.81609297
1950,goa,2022,2,403001,2800103,4813402074.055575
1951,goa,2022,2,403516,1439820,2301577602.2906885
1952,goa,2022,2,403601,607869,1021676601.4450332
1953,goa,2022,2,403401,507069,846827682.8290693
1954,goa,2022,2,403518,478632,716800766.1650076
1955,goa,2022,2,403802,451143,662134760.2385962
1956,goa,2022,2,403509,447804,669655284.3656847
1957,goa,2022,2,403507,428555,712951425.2703474
1958,goa,2022,2,403722,417201,432896368.2479522
1959,goa,2022,2,403515,416577,744458372.7928652
1960,goa,2022,3,403001,1365759,2544949835.9234076
1961,goa,2022,3,403516,1074672,1660765761.4184957
1962,goa,2022,3,403802,845280,1075071142.666737
1963,goa,2022,3,403601,718426,1066730836.1970854
1964,goa,2022,3,403401,551495,914585154.5429705
1965,goa,2022,3,403722,451398,429256606.0564636
1966,goa,2022,3,403509,443250,610242800.8031936
1967,goa,2022,3,403507,422461,646755952.0664686
1968,goa,2022,3,403518,374000,549619765.7036223
1969,goa,2022,3,403521,365018,603704117.7635392
1970,goa,2022,4,403516,1982311,2953947926.863951
1971,goa,2022,4,403001,1382900,2655630408.285596
1972,goa,2022,4,403802,1111346,1351437573.5668936
1973,goa,2022,4,403401,731429,946991512.7773011
1974,goa,2022,4,403509,719878,989478996.6576272
1975,goa,2022,4,403601,719116,1147530118.0159225
1976,goa,2022,4,403518,600002,882873127.7779348
1977,goa,2022,4,403515,595491,1028478412.8185902
1978,goa,2022,4,403507,540506,830155737.7467749
1979,goa,2022,4,403722,487326,460166681.4025325
1980,gujarat,2018,1,380018,423426,548596428.2702155
1981,gujarat,2018,1,395006,162301,214720347.17411375
1982,gujarat,2018,1,396427,97285,157954445.4003239
1983,gujarat,2018,1,395010,86146,142239271.32561636
1984,gujarat,2018,1,395004,78757,100474271.98392478
1985,gujarat,2018,1,395003,66702,100596288.07336298
1986,gujarat,2018,1,394210,66248,82245289.39079314
1987,gujarat,2018,1,390001,56611,94766734.49864133
1988,gujarat,2018,1,382350,55680,80257787.10926825
1989,gujarat,2018,1,396191,47965,57243133.692310214
1990,gujarat,2018,2,380018,463754,758307877.4611406
1991,gujarat,2018,2,395006,209888,358374308.1652395
1992,gujarat,2018,2,396427,113375,215785248.7215302
1993,gujarat,2018,2,395010,113092,221120822.8047099
1994,gujarat,2018,2,395004,102439,155559046.0178629
1995,gujarat,2018,2,395003,89555,159215956.5852164
1996,gujarat,2018,2,394210,87640,137096417.11532813
1997,gujarat,2018,2,382350,72723,134999275.2524975
1998,gujarat,2018,2,390001,69104,130748423.42890328
1999,gujarat,2018,2,396191,62943,93492040.44125229
2000,gujarat,2018,3,380018,573722,975939712.0372305
2001,gujarat,2018,3,395006,341229,528128894.3274231
2002,gujarat,2018,3,395010,164704,321229121.24541855
2003,gujarat,2018,3,384265,160159,133759995.30954562
2004,gujarat,2018,3,396427,148798,279902861.96445787
2005,gujarat,2018,3,395004,132285,211659006.6847221
2006,gujarat,2018,3,382350,127567,205675497.3388766
2007,gujarat,2018,3,394210,119802,204135398.43183005
2008,gujarat,2018,3,380006,117394,145133455.7465284
2009,gujarat,2018,3,364002,113276,120633436.64904562
2010,gujarat,2018,4,380018,643919,1173940659.2927508
2011,gujarat,2018,4,395006,290080,585125926.221817
2012,gujarat,2018,4,380015,191363,233202833.5228809
2013,gujarat,2018,4,395010,181745,420010935.6893592
2014,gujarat,2018,4,396427,167118,336454142.6706798
2015,gujarat,2018,4,394210,165510,290783624.61075425
2016,gujarat,2018,4,380006,153060,180131636.0909396
2017,gujarat,2018,4,395004,142927,270933948.97170943
2018,gujarat,2018,4,380013,134136,198342421.48948702
2019,gujarat,2018,4,382350,132479,241597813.10561174
2020,gujarat,2019,1,380018,2317295,3602207468.4702206
2021,gujarat,2019,1,396427,890893,1531665516.997067
2022,gujarat,2019,1,395006,443006,790759656.5338777
2023,gujarat,2019,1,395010,267174,574170903.883326
2024,gujarat,2019,1,380015,266446,318287526.0636297
2025,gujarat,2019,1,394210,246614,408334960.990163
2026,gujarat,2019,1,380006,236157,244252561.73802507
2027,gujarat,2019,1,382170,227798,137427186.56227446
2028,gujarat,2019,1,382350,218022,342251658.5039515
2029,gujarat,2019,1,382721,214453,219548042.30027515
2030,gujarat,2019,2,380018,6034737,10446888963.74205
2031,gujarat,2019,2,396427,2916057,5041854311.531418
2032,gujarat,2019,2,395006,414968,854364539.6318631
2033,gujarat,2019,2,390001,371756,710427162.5134758
2034,gujarat,2019,2,380015,310956,377611674.6124442
2035,gujarat,2019,2,395010,269037,646042461.9564029
2036,gujarat,2019,2,382350,250084,428354146.0705642
2037,gujarat,2019,2,394210,233974,432171835.7451432
2038,gujarat,2019,2,380013,232824,324425407.9813392
2039,gujarat,2019,2,360001,226802,488659458.52287734
2040,gujarat,2019,3,380018,5791776,11683489722.006363
2041,gujarat,2019,3,396427,2710512,5525461372.553297
2042,gujarat,2019,3,395006,571069,1020660013.5659819
2043,gujarat,2019,3,382350,505956,578410997.8494031
2044,gujarat,2019,3,380015,455273,513590650.8654868
2045,gujarat,2019,3,395010,388138,760839791.4845159
2046,gujarat,2019,3,380006,381862,367381983.46705395
2047,gujarat,2019,3,390001,363966,724895033.5052948
2048,gujarat,2019,3,380013,362107,449461796.678245
2049,gujarat,2019,3,384265,342874,237505556.90335196
2050,gujarat,2019,4,380018,5745525,13811436405.017286
2051,gujarat,2019,4,396427,2626585,6276237298.1199665
2052,gujarat,2019,4,380001,917461,1982009967.083078
2053,gujarat,2019,4,395006,552565,1165745706.8077176
2054,gujarat,2019,4,380015,456655,603831544.2345533
2055,gujarat,2019,4,382350,443472,723663765.6381704
2056,gujarat,2019,4,395010,414070,969707102.8092742
2057,gujarat,2019,4,390001,409081,911892156.7415185
2058,gujarat,2019,4,394210,399705,691387341.6253154
2059,gujarat,2019,4,380013,375531,544424446.2835009
2060,gujarat,2020,1,380001,8107941,19966510984.145233
2061,gujarat,2020,1,395003,1402174,3734403306.611532
2062,gujarat,2020,1,395006,645971,1376735168.0980968
2063,gujarat,2020,1,394210,482947,826191937.9135685
2064,gujarat,2020,1,395010,467039,1104136613.570354
2065,gujarat,2020,1,382350,458474,805095627.7104974
2066,gujarat,2020,1,380015,446819,613341505.6976718
2067,gujarat,2020,1,390001,443684,1063446407.770895
2068,gujarat,2020,1,396191,437499,806573971.3800502
2069,gujarat,2020,1,382481,401588,634964140.7000988
2070,gujarat,2020,2,380001,8490730,21210698645.19712
2071,gujarat,2020,2,395003,1197439,2801531524.2471943
2072,gujarat,2020,2,394210,491210,606798458.849022
2073,gujarat,2020,2,396191,389735,594630553.6467059
2074,gujarat,2020,2,382350,357734,586144259.7176538
2075,gujarat,2020,2,395006,352149,635866692.5254682
2076,gujarat,2020,2,382345,350621,516910883.211991
2077,gujarat,2020,2,382481,345147,533416336.1128773
2078,gujarat,2020,2,385535,327067,647032195.1776508
2079,gujarat,2020,2,382415,323936,474684195.07314795
2080,gujarat,2020,3,380001,9734185,23152428012.586617
2081,gujarat,2020,3,395003,1716356,4234790100.810323
2082,gujarat,2020,3,390001,627631,1424719677.8692636
2083,gujarat,2020,3,382350,578686,1113711569.84419
2084,gujarat,2020,3,394210,550490,886152709.4698042
2085,gujarat,2020,3,382481,524777,845606210.1047603
2086,gujarat,2020,3,395006,510309,1172713512.3121746
2087,gujarat,2020,3,382415,496061,936821603.6409987
2088,gujarat,2020,3,396191,472523,822408153.032152
2089,gujarat,2020,3,382330,468060,764094963.3973218
2090,gujarat,2020,4,380001,9350995,21416748946.661865
2091,gujarat,2020,4,395003,1883053,4437573255.564674
2092,gujarat,2020,4,395006,906415,2189038301.3950315
2093,gujarat,2020,4,394210,873023,1552178295.1246743
2094,gujarat,2020,4,395010,806607,2069118073.3934765
2095,gujarat,2020,4,382350,767783,1609402841.7257638
2096,gujarat,2020,4,396191,719120,1259192375.812294
2097,gujarat,2020,4,382481,701479,1196545943.7051742
2098,gujarat,2020,4,390001,673078,1380721096.4707134
2099,gujarat,2020,4,382415,647735,1327210543.6322489
2100,gujarat,2021,1,380001,18692590,35260703527.42645
2101,gujarat,2021,1,395003,3574224,7507189908.415331
2102,gujarat,2021,1,390001,1309805,2380240591.7761126
2103,gujarat,2021,1,395006,963950,2502491532.126816
2104,gujarat,2021,1,394210,950097,1802808593.838027
2105,gujarat,2021,1,395010,878617,2401387485.5382814
2106,gujarat,2021,1,382350,815835,1752170004.0804417
2107,gujarat,2021,1,396191,790429,1448287577.9135673
2108,gujarat,2021,1,382481,775937,1349941435.8072865
2109,gujarat,2021,1,380058,734115,1153029837.9890175
2110,gujarat,2021,2,380001,24909165,44195604124.56421
2111,gujarat,2021,2,395003,4621785,9016187582.009258
2112,gujarat,2021,2,390001,1618101,2869957546.5403905
2113,gujarat,2021,2,394210,1062648,1935669455.4092746
2114,gujarat,2021,2,395006,1007064,2610546973.3214808
2115,gujarat,2021,2,396191,906437,1642806528.937462
2116,gujarat,2021,2,382350,873810,1967989705.1061916
2117,gujarat,2021,2,395010,863020,2239159842.8368225
2118,gujarat,2021,2,382481,820491,1464989667.8322325
2119,gujarat,2021,2,382415,766476,1605513889.561928
2120,gujarat,2021,3,380001,31818742,53859258361.39296
2121,gujarat,2021,3,395003,6110686,11411418002.110046
2122,gujarat,2021,3,390001,2114178,3543368722.384379
2123,gujarat,2021,3,394210,1473699,2595023023.418545
2124,gujarat,2021,3,395006,1425854,3478372396.661721
2125,gujarat,2021,3,395010,1328803,3408425378.6626863
2126,gujarat,2021,3,396191,1293900,2251720652.0150137
2127,gujarat,2021,3,382350,1186041,2576358355.0277
2128,gujarat,2021,3,382481,1110949,1908418888.2582488
2129,gujarat,2021,3,380058,1088931,1661421897.5552168
2130,gujarat,2021,4,380001,37718845,64984430216.761955
2131,gujarat,2021,4,395003,7475140,14043446799.48725
2132,gujarat,2021,4,390001,2507434,4187997719.199603
2133,gujarat,2021,4,394210,1954597,3498917760.7223473
2134,gujarat,2021,4,396191,1679940,2963843659.0427732
2135,gujarat,2021,4,395006,1621078,4073017934.990554
2136,gujarat,2021,4,395010,1581216,4182383437.7399592
2137,gujarat,2021,4,382350,1381825,3165595986.6160836
2138,gujarat,2021,4,380058,1315637,2022465114.1169388
2139,gujarat,2021,4,382481,1302331,2292362154.279738
2140,gujarat,2022,1,380001,43066167,73237978832.22348
2141,gujarat,2022,1,395003,8742989,16336269012.02546
2142,gujarat,2022,1,390001,2853620,4715530989.557235
2143,gujarat,2022,1,394210,2346308,4212046726.0476465
2144,gujarat,2022,1,395006,1980697,4894153433.470372
2145,gujarat,2022,1,396191,1959137,3483344352.0207405
2146,gujarat,2022,1,395010,1896179,5103638173.022648
2147,gujarat,2022,1,385535,1630473,3867046789.561491
2148,gujarat,2022,1,382350,1572296,3569714791.1866403
2149,gujarat,2022,1,385001,1532483,3286287009.2220364
2150,gujarat,2022,2,380001,52753664,84432798058.52104
2151,gujarat,2022,2,395003,10672645,18758395287.861027
2152,gujarat,2022,2,390001,3369020,5305843470.404314
2153,gujarat,2022,2,394210,2777449,4898335956.672746
2154,gujarat,2022,2,396191,2335854,3880649447.3451133
2155,gujarat,2022,2,395006,2324015,5379127575.200686
2156,gujarat,2022,2,395010,2256180,5670502737.641578
2157,gujarat,2022,2,385535,2022153,4444364110.485488
2158,gujarat,2022,2,385001,1838275,3754171188.3705053
2159,gujarat,2022,2,382350,1836488,4063455499.5444765
2160,gujarat,2022,3,380001,69641063,102800764086.34274
2161,gujarat,2022,3,395003,17475931,27657120519.506294
2162,gujarat,2022,3,390001,9500153,13357107455.6829
2163,gujarat,2022,3,396191,3727566,5404237251.695282
2164,gujarat,2022,3,394210,3018669,5000124611.505702
2165,gujarat,2022,3,360001,2911413,5022471536.518374
2166,gujarat,2022,3,392001,2835979,3884366869.986515
2167,gujarat,2022,3,395006,2503127,5423716764.026315
2168,gujarat,2022,3,395010,2433767,5701142499.951949
2169,gujarat,2022,3,385535,2366098,4957155043.116726
2170,gujarat,2022,4,380001,82141571,124501769828.67831
2171,gujarat,2022,4,395003,20372857,32306602076.931435
2172,gujarat,2022,4,390001,6233032,9405707962.878475
2173,gujarat,2022,4,392001,6146132,8699061457.427103
2174,gujarat,2022,4,396191,4488548,6401533326.23485
2175,gujarat,2022,4,360001,3551353,6259053744.202771
2176,gujarat,2022,4,394210,3449932,5509684302.628181
2177,gujarat,2022,4,395010,2565136,5999191728.470708
2178,gujarat,2022,4,385001,2508889,5036063890.269462
2179,gujarat,2022,4,385535,2475780,5333291153.161168
2180,haryana,2018,1,122006,328965,497159951.36888236
2181,haryana,2018,1,122001,181309,316977079.5953678
2182,haryana,2018,1,122051,125513,177386117.4944107
2183,haryana,2018,1,121004,100740,138495399.9352557
2184,haryana,2018,1,122002,99921,205984533.53854018
2185,haryana,2018,1,121008,97586,150995888.95033914
2186,haryana,2018,1,121003,96271,125957155.00619048
2187,haryana,2018,1,122004,89526,113585852.93917108
2188,haryana,2018,1,122016,85989,135881032.7456196
2189,haryana,2018,1,121001,68083,117861713.17230153
2190,haryana,2018,2,122006,371438,691480831.8004122
2191,haryana,2018,2,122001,262684,514731354.174217
2192,haryana,2018,2,122051,160606,266390779.8519504
2193,haryana,2018,2,122002,153438,339532002.2969342
2194,haryana,2018,2,121004,136727,220212475.75836295
2195,haryana,2018,2,121008,122917,224837881.84669778
2196,haryana,2018,2,121003,122508,201500615.63492683
2197,haryana,2018,2,122004,119955,185267179.18462908
2198,haryana,2018,2,122016,117838,214560096.63941285
2199,haryana,2018,2,124001,99005,226416189.28992113
2200,haryana,2018,3,122006,517657,857203811.0603806
2201,haryana,2018,3,122001,411984,749061449.0431736
2202,haryana,2018,3,122002,261912,483746044.5584421
2203,haryana,2018,3,122051,220903,379695985.8156146
2204,haryana,2018,3,121004,190648,317188533.3803125
2205,haryana,2018,3,121003,185305,292496276.8923502
2206,haryana,2018,3,122016,178090,298978870.02390015
2207,haryana,2018,3,121008,167114,274820322.7130353
2208,haryana,2018,3,121001,166380,269844404.78730685
2209,haryana,2018,3,122004,161872,259589993.34955308
2210,haryana,2018,4,122001,694431,1148743178.0424545
2211,haryana,2018,4,122006,668486,1394479164.459892
2212,haryana,2018,4,121001,455463,480043693.7631273
2213,haryana,2018,4,122002,452206,711326593.8976194
2214,haryana,2018,4,121004,399918,549162202.9242527
2215,haryana,2018,4,121003,386737,492239352.95115876
2216,haryana,2018,4,122051,352201,584037252.0297179
2217,haryana,2018,4,122016,312023,445338384.79740095
2218,haryana,2018,4,121005,269715,294522346.8924086
2219,haryana,2018,4,122004,267571,407569713.3937744
2220,haryana,2019,1,122001,1279353,1610690538.7799742
2221,haryana,2019,1,122006,880058,1428264665.9047258
2222,haryana,2019,1,122051,817073,794561733.7437794
2223,haryana,2019,1,122002,789141,1002099487.8837936
2224,haryana,2019,1,121003,769266,741073594.0128617
2225,haryana,2019,1,122016,744648,703042567.6273274
2226,haryana,2019,1,121004,720302,831357876.5792357
2227,haryana,2019,1,121001,708251,704068641.0203376
2228,haryana,2019,1,122004,662645,612469489.2877004
2229,haryana,2019,1,121005,553358,468262845.4221776
2230,haryana,2019,2,122001,1302753,1838034558.5348384
