,State,Year,Quater,District,Transaction_count,Transaction_amount
3319,kerala,2021,2,682036,306976,405113745.20460993
3320,kerala,2021,3,682016,6568348,9071786449.891975
3321,kerala,2021,3,682003,2217365,3251612769.5628533
3322,kerala,2021,3,680001,1836735,3335249297.1182175
3323,kerala,2021,3,676504,1078881,1506288095.0652595
3324,kerala,2021,3,673032,1078867,1708928757.630698
3325,kerala,2021,3,686001,680014,1177241028.4055138
3326,kerala,2021,3,695001,631261,1256822408.339543
3327,kerala,2021,3,682042,512638,525900402.73725814
3328,kerala,2021,3,691001,508345,1029996244.6479121
3329,kerala,2021,3,682024,447797,486601759.08711857
3330,kerala,2021,4,682016,8930087,11255618548.128666
3331,kerala,2021,4,682003,2715548,3744658866.7402086
3332,kerala,2021,4,680001,2199213,3766168323.3930664
3333,kerala,2021,4,676504,1341706,1697783536.4031794
3334,kerala,2021,4,673032,1273522,1911121015.3320866
3335,kerala,2021,4,686001,832169,1380578481.4536495
3336,kerala,2021,4,695001,782037,1476373896.6673515
3337,kerala,2021,4,682042,691491,679531756.4620703
3338,kerala,2021,4,691001,622328,1310012684.394854
3339,kerala,2021,4,682024,620902,641748823.1239398
3340,kerala,2022,1,682016,10668279,13096227726.701626
3341,kerala,2022,1,682003,3301409,4429522355.564033
3342,kerala,2022,1,680001,2665641,4519430336.875703
3343,kerala,2022,1,676504,1593062,1955707695.502362
3344,kerala,2022,1,673032,1344633,2002683741.5081577
3345,kerala,2022,1,686001,963050,1567012323.1801991
3346,kerala,2022,1,695001,908269,1693134508.228512
3347,kerala,2022,1,691001,826505,1847627074.4818888
3348,kerala,2022,1,682042,771918,759319663.4586056
3349,kerala,2022,1,682024,678548,664616770.8666039
3350,kerala,2022,2,682016,11390739,13722939471.827314
3351,kerala,2022,2,682003,3622092,4805305309.972138
3352,kerala,2022,2,680001,3244043,5413950595.691341
3353,kerala,2022,2,676504,1814600,2163377399.202567
3354,kerala,2022,2,673032,1524291,2190726657.022115
3355,kerala,2022,2,691001,1135098,2536084631.5411034
3356,kerala,2022,2,695001,1038601,1921227555.036225
3357,kerala,2022,2,686001,984522,1616960748.5110626
3358,kerala,2022,2,682042,861613,830945898.5744267
3359,kerala,2022,2,682024,755024,780067399.5888613
3360,kerala,2022,3,682036,7957281,8882654528.604155
3361,kerala,2022,3,682507,6910583,8367756475.456255
3362,kerala,2022,3,695001,3499068,4575183661.374134
3363,kerala,2022,3,680001,2995750,4099707371.5068607
3364,kerala,2022,3,691001,2214879,3098616481.1014743
3365,kerala,2022,3,686004,1897865,2442229812.809392
3366,kerala,2022,3,682016,1712502,2107780839.3820448
3367,kerala,2022,3,676517,1234319,1617429170.7740812
3368,kerala,2022,3,688012,1032141,1149920056.2801034
3369,kerala,2022,3,682024,1006763,1042240369.7694283
3370,kerala,2022,4,682507,14935118,17212516875.185562
3371,kerala,2022,4,680001,6143263,7259678577.20892
3372,kerala,2022,4,682036,4799046,5241017648.418181
3373,kerala,2022,4,695001,2750149,3555910885.040967
3374,kerala,2022,4,676517,2211184,2729911478.978895
3375,kerala,2022,4,686004,2038003,2649881460.8716836
3376,kerala,2022,4,691001,1720848,2349449285.5586557
3377,kerala,2022,4,688012,1254680,1420437735.6304073
3378,kerala,2022,4,678001,1180594,1633522648.2639046
3379,kerala,2022,4,682024,1174630,1176204700.313783
3380,ladakh,2018,1,194104,2020,3828955.0065869302
3381,ladakh,2018,1,194101,1308,2687004.1412541345
3382,ladakh,2018,1,194107,907,1172438.2670770823
3383,ladakh,2018,1,194201,453,730331.760636051
3384,ladakh,2018,1,194703,343,784034.4341519758
3385,ladakh,2018,1,194105,285,372502.50856631674
3386,ladakh,2018,1,194103,270,1458140.4024246996
3387,ladakh,2018,1,194102,214,392108.37107729935
3388,ladakh,2018,1,194109,125,422287.51846363675
3389,ladakh,2018,1,194106,98,215194.16782998943
3390,ladakh,2018,2,194104,3729,8309267.261285865
3391,ladakh,2018,2,194101,3139,10904079.132593857
3392,ladakh,2018,2,194107,2134,7552290.20406978
3393,ladakh,2018,2,194201,1555,4664125.294900896
3394,ladakh,2018,2,194102,1128,4752049.045722285
3395,ladakh,2018,2,194103,918,3310614.596084082
3396,ladakh,2018,2,194703,888,2718526.7713195444
3397,ladakh,2018,2,194105,827,2883469.174699771
3398,ladakh,2018,2,194109,276,501323.52715195087
3399,ladakh,2018,2,194401,204,1090861.431970323
3400,ladakh,2018,3,194104,5788,17149541.916428685
3401,ladakh,2018,3,194101,5432,19310453.105081312
3402,ladakh,2018,3,194107,3831,13059921.36487846
3403,ladakh,2018,3,194201,2473,8488742.36002268
3404,ladakh,2018,3,194102,1768,6866676.271421243
3405,ladakh,2018,3,194103,1439,4467492.064714355
3406,ladakh,2018,3,194105,1439,2723488.3925920613
3407,ladakh,2018,3,194703,1238,5352984.614705656
3408,ladakh,2018,3,194106,883,4038015.800257112
3409,ladakh,2018,3,194401,285,1775235.1133856145
3410,ladakh,2018,4,194104,9100,32131162.602099724
3411,ladakh,2018,4,194101,6526,23776399.24644202
3412,ladakh,2018,4,194107,5228,21335611.27194267
3413,ladakh,2018,4,194201,3905,16456855.181821305
3414,ladakh,2018,4,194103,2115,7315736.670264327
3415,ladakh,2018,4,194105,2051,7670728.188730611
3416,ladakh,2018,4,194703,1965,9248371.782299018
3417,ladakh,2018,4,194102,1799,6137851.003826457
3418,ladakh,2018,4,194106,1181,5266777.983922208
3419,ladakh,2018,4,194401,693,3798802.3885751935
3420,ladakh,2019,1,194104,12861,37420302.93301695
3421,ladakh,2019,1,194101,8237,27117055.584492594
3422,ladakh,2019,1,194107,6588,22466686.401635446
3423,ladakh,2019,1,194201,5019,17060651.132651757
3424,ladakh,2019,1,194105,2632,7337898.631565983
3425,ladakh,2019,1,194103,2503,8164147.918660348
3426,ladakh,2019,1,194102,2041,7680518.289965478
3427,ladakh,2019,1,194703,1885,8137333.010003834
3428,ladakh,2019,1,194106,1541,4488942.049262468
3429,ladakh,2019,1,194401,1370,6217803.825260316
3430,ladakh,2019,2,194104,17735,63295020.36014056
3431,ladakh,2019,2,194101,14988,56876989.833605215
3432,ladakh,2019,2,194201,7906,28898155.1417718
3433,ladakh,2019,2,194107,6499,24856852.82102184
3434,ladakh,2019,2,194102,4231,15822043.828588601
3435,ladakh,2019,2,194103,3828,15210861.508913623
3436,ladakh,2019,2,194105,3074,10966869.641619151
3437,ladakh,2019,2,194703,2941,10821285.393593328
3438,ladakh,2019,2,194401,2568,13012100.063231185
3439,ladakh,2019,2,194106,2228,7407619.436965435
3440,ladakh,2019,3,194104,23502,77525803.43935364
3441,ladakh,2019,3,194101,22448,87032254.92826144
3442,ladakh,2019,3,194201,13706,46090802.91709252
3443,ladakh,2019,3,194107,8879,29420436.345316596
3444,ladakh,2019,3,194401,4366,21531295.988504905
3445,ladakh,2019,3,194102,4213,14724824.542575972
3446,ladakh,2019,3,194103,3540,13317912.313421423
3447,ladakh,2019,3,194106,3475,12437364.821673151
3448,ladakh,2019,3,194105,2414,7630850.000177934
3449,ladakh,2019,3,194703,2183,8856068.892083729
3450,ladakh,2019,4,194104,25677,93804173.45136118
3451,ladakh,2019,4,194101,19933,73175814.12544616
3452,ladakh,2019,4,194201,12715,46549944.532595575
3453,ladakh,2019,4,194107,8728,34212482.94557621
3454,ladakh,2019,4,194401,5372,23507363.88592691
3455,ladakh,2019,4,194106,4376,18102525.169971935
3456,ladakh,2019,4,,2014,10098656.16799601
3457,ladakh,2019,4,194103,1521,7432483.4391312525
3458,ladakh,2019,4,194109,1035,4422891.100558474
3459,ladakh,2019,4,194102,903,4245135.133525687
3460,ladakh,2020,1,194104,30289,94929393.76009162
3461,ladakh,2020,1,194101,22693,75287768.73591267
3462,ladakh,2020,1,194201,13298,46293557.9571719
3463,ladakh,2020,1,194107,10562,35975794.00399302
3464,ladakh,2020,1,194103,6375,18421217.781011183
3465,ladakh,2020,1,194401,6291,23314389.37033766
3466,ladakh,2020,1,194106,5017,17311696.59900993
3467,ladakh,2020,1,194703,4869,15014498.55526915
3468,ladakh,2020,1,194102,4520,13380518.82518247
3469,ladakh,2020,1,194105,4084,12257718.474653965
3470,ladakh,2020,2,194104,38688,129402815.08383374
3471,ladakh,2020,2,194101,27753,94716572.92702219
3472,ladakh,2020,2,194201,17285,55812009.496215954
3473,ladakh,2020,2,194107,13133,43976698.09230614
3474,ladakh,2020,2,194103,9288,32883827.747635525
3475,ladakh,2020,2,194401,8670,33734198.393975794
3476,ladakh,2020,2,194102,8264,30947937.286563996
3477,ladakh,2020,2,194105,7237,21165123.923762888
3478,ladakh,2020,2,194703,7031,23692276.11660263
3479,ladakh,2020,2,194106,5244,17771134.590414867
3480,ladakh,2020,3,194104,53009,195759175.21942508
3481,ladakh,2020,3,194101,36318,125762209.10383196
3482,ladakh,2020,3,194201,33208,131788417.2799292
3483,ladakh,2020,3,194107,21812,80911251.92241782
3484,ladakh,2020,3,194102,13177,50193271.97390421
3485,ladakh,2020,3,194103,13164,48682989.29905912
3486,ladakh,2020,3,194401,11567,51535510.95584342
3487,ladakh,2020,3,194105,9087,31090704.288437817
3488,ladakh,2020,3,194106,8926,29595203.92357209
3489,ladakh,2020,3,194703,8098,28106789.559085622
3490,ladakh,2020,4,194104,79598,265446627.74241495
3491,ladakh,2020,4,194101,53569,186455975.80271304
3492,ladakh,2020,4,194201,40398,145874101.04263115
3493,ladakh,2020,4,194107,28650,101994102.20863494
3494,ladakh,2020,4,194103,19884,63335720.984377906
3495,ladakh,2020,4,194401,19253,76107254.40349069
3496,ladakh,2020,4,194102,17941,61946061.18721973
3497,ladakh,2020,4,194106,13802,37001878.32567723
3498,ladakh,2020,4,,13717,36711603.92132313
3499,ladakh,2020,4,194703,12137,41598849.489292465
3500,ladakh,2021,1,194104,69922,253778842.65696287
3501,ladakh,2021,1,194101,52241,188584750.97759098
3502,ladakh,2021,1,194201,32349,131455088.778226
3503,ladakh,2021,1,194107,20479,75239570.32924883
3504,ladakh,2021,1,194401,20189,78630023.24266252
3505,ladakh,2021,1,194103,17261,50249657.8673976
3506,ladakh,2021,1,194102,11397,36877688.47584062
3507,ladakh,2021,1,194703,9665,35542116.58772261
3508,ladakh,2021,1,194106,9664,29369812.53538941
3509,ladakh,2021,1,194105,9247,30460098.458588008
3510,ladakh,2021,2,194104,97554,344092221.32634246
3511,ladakh,2021,2,194101,82253,290945382.6748371
3512,ladakh,2021,2,194201,46730,184021708.64330217
3513,ladakh,2021,2,194107,27961,104196961.24413434
3514,ladakh,2021,2,194401,27469,110348436.69281757
3515,ladakh,2021,2,194103,23768,73062107.06852457
3516,ladakh,2021,2,194102,23109,81915521.2458953
3517,ladakh,2021,2,194105,15290,45575936.5836569
3518,ladakh,2021,2,194106,13320,43934602.79987593
3519,ladakh,2021,2,194703,11776,37349775.978450835
3520,ladakh,2021,3,194101,158592,609875579.7552676
3521,ladakh,2021,3,194104,134590,453246271.94474024
3522,ladakh,2021,3,194201,64437,269863008.4168567
3523,ladakh,2021,3,194401,37043,160850348.114331
3524,ladakh,2021,3,194103,34363,122408757.75828159
3525,ladakh,2021,3,194102,33291,125474392.07742149
3526,ladakh,2021,3,194107,33031,130954307.98520905
3527,ladakh,2021,3,194105,21767,68952692.57986437
3528,ladakh,2021,3,194106,17972,58698289.91442717
3529,ladakh,2021,3,194703,16103,57215433.30702903
3530,ladakh,2021,4,194104,152915,482150693.80578053
3531,ladakh,2021,4,194101,145867,501529595.87825036
3532,ladakh,2021,4,194201,74027,274189707.01169163
3533,ladakh,2021,4,194401,43146,168530928.8720181
3534,ladakh,2021,4,194107,38000,139391735.73762026
3535,ladakh,2021,4,194103,36689,112442870.84496419
3536,ladakh,2021,4,194102,31783,110979297.21193558
3537,ladakh,2021,4,194105,22207,67216234.07271755
3538,ladakh,2021,4,194703,21830,68873210.48487522
3539,ladakh,2021,4,194106,17704,56842594.13239838
3540,ladakh,2022,1,194104,154272,472737561.2291975
3541,ladakh,2022,1,194101,134589,426307081.65345216
3542,ladakh,2022,1,194201,76974,270445428.79312336
3543,ladakh,2022,1,194107,45153,152808140.1873147
3544,ladakh,2022,1,194401,42114,144670505.39359504
3545,ladakh,2022,1,194103,34785,93196976.43138848
3546,ladakh,2022,1,194102,26314,89483823.81015117
3547,ladakh,2022,1,194703,23787,73704446.76612793
3548,ladakh,2022,1,194105,23335,68121513.09820607
3549,ladakh,2022,1,194106,17551,56686258.252219945
3550,ladakh,2022,2,194101,295744,953619671.9154239
3551,ladakh,2022,2,194104,235834,687142377.4082154
3552,ladakh,2022,2,194201,122174,422676434.18049604
3553,ladakh,2022,2,194107,78094,237866441.3871275
3554,ladakh,2022,2,194401,77048,302237005.0231304
3555,ladakh,2022,2,194103,64923,179793577.05094215
3556,ladakh,2022,2,194102,49473,160062924.85814723
3557,ladakh,2022,2,194105,39622,106171675.08014886
3558,ladakh,2022,2,194703,35267,99427375.07701047
3559,ladakh,2022,2,194404,31848,150765059.0770013
3560,ladakh,2022,3,194101,320558,987012441.2115387
3561,ladakh,2022,3,194104,252253,692400225.3003747
3562,ladakh,2022,3,194201,138865,447577780.6149179
3563,ladakh,2022,3,194401,78063,282694980.31049764
3564,ladakh,2022,3,194103,67676,172870643.53104627
3565,ladakh,2022,3,194107,66414,194962643.17275846
3566,ladakh,2022,3,194102,58100,163338681.53460935
3567,ladakh,2022,3,194404,44884,212368409.06949016
3568,ladakh,2022,3,194105,40480,105748434.37612358
3569,ladakh,2022,3,194703,33746,90353822.98653208
3570,ladakh,2022,4,194104,253102,634954359.5981989
3571,ladakh,2022,4,194101,242758,650642182.7208587
3572,ladakh,2022,4,194201,128329,361948632.4458002
3573,ladakh,2022,4,194401,73153,227090234.7867395
3574,ladakh,2022,4,194103,62642,136252415.71828476
3575,ladakh,2022,4,194102,55644,138011380.5256229
3576,ladakh,2022,4,194107,54757,143326775.1819088
3577,ladakh,2022,4,194404,50950,195859048.4963047
3578,ladakh,2022,4,194105,41674,98531402.32250312
3579,ladakh,2022,4,194703,34085,90457957.39822572
3580,lakshadweep,2018,1,682551,455,1185781.9836028952
3581,lakshadweep,2018,1,682557,126,306892.6263795968
3582,lakshadweep,2018,1,682555,112,315190.9630783282
3583,lakshadweep,2018,1,682556,36,65846.34124138596
3584,lakshadweep,2018,1,682559,30,50800.07325442073
3585,lakshadweep,2018,1,682558,17,4038.9405583495122
3586,lakshadweep,2018,1,682552,2,60.25276276346384
3587,lakshadweep,2018,2,682551,1424,3906194.940106515
3588,lakshadweep,2018,2,682555,296,1089183.5393228563
3589,lakshadweep,2018,2,682557,195,510331.3790839945
3590,lakshadweep,2018,2,682559,110,383860.1558654683
3591,lakshadweep,2018,2,682552,53,209750.58477834408
3592,lakshadweep,2018,2,682556,39,69725.9554841474
3593,lakshadweep,2018,2,682554,8,3622.7656284776417
3594,lakshadweep,2018,2,682558,7,15140.219130735284
3595,lakshadweep,2018,3,682551,698,1556188.1663251773
3596,lakshadweep,2018,3,682555,412,1291876.1535955975
3597,lakshadweep,2018,3,682557,190,516103.47576152685
3598,lakshadweep,2018,3,682552,159,477561.31073856784
3599,lakshadweep,2018,3,682559,97,309504.5523544409
3600,lakshadweep,2018,3,682556,69,80265.42554576742
3601,lakshadweep,2018,3,682558,66,97766.19755502306
3602,lakshadweep,2018,3,682554,12,9767.030109748282
3603,lakshadweep,2018,4,682555,759,2004526.4450636166
3604,lakshadweep,2018,4,682557,301,1111395.751799847
3605,lakshadweep,2018,4,682551,186,445814.1111709622
3606,lakshadweep,2018,4,682559,143,278949.5883209809
3607,lakshadweep,2018,4,682552,118,416078.0738062297
3608,lakshadweep,2018,4,682556,108,152911.93502748723
3609,lakshadweep,2018,4,682558,23,40153.84242561775
3610,lakshadweep,2018,4,682554,4,13383.950608090268
3611,lakshadweep,2019,1,682555,1321,4054159.611482283
3612,lakshadweep,2019,1,682557,428,2021015.4004817172
3613,lakshadweep,2019,1,682551,203,634895.5735906198
3614,lakshadweep,2019,1,682559,193,1293390.6740748046
3615,lakshadweep,2019,1,682552,150,446817.8958588181
3616,lakshadweep,2019,1,682556,109,148186.41259568086
3617,lakshadweep,2019,1,682558,58,147707.05723281612
3618,lakshadweep,2019,1,682554,19,39957.8540222548
3619,lakshadweep,2019,2,682555,1542,4690793.316988427
3620,lakshadweep,2019,2,682557,431,1833526.1615473742
3621,lakshadweep,2019,2,682551,394,1113924.9783968548
3622,lakshadweep,2019,2,682559,192,863634.7924088414
3623,lakshadweep,2019,2,682552,182,434050.6261013747
3624,lakshadweep,2019,2,682556,135,200339.96663077638
3625,lakshadweep,2019,2,682558,45,104411.730251283
3626,lakshadweep,2019,2,682554,5,1842.5646639571864
3627,lakshadweep,2019,3,682555,1659,3773089.6350253187
3628,lakshadweep,2019,3,682551,530,1708192.8706464823
3629,lakshadweep,2019,3,682557,464,2476541.080395855
3630,lakshadweep,2019,3,682556,153,349198.5725462359
3631,lakshadweep,2019,3,682559,135,619859.9918967236
3632,lakshadweep,2019,3,682552,134,669201.2040730031
3633,lakshadweep,2019,3,682554,20,40429.14360313336
3634,lakshadweep,2019,3,682558,9,15248.965581715916
3635,lakshadweep,2019,4,682555,2171,6680517.434672307
3636,lakshadweep,2019,4,682551,537,1342591.4626485973
3637,lakshadweep,2019,4,682557,351,1394351.3721540496
3638,lakshadweep,2019,4,682556,276,552216.6364643013
3639,lakshadweep,2019,4,682554,209,546978.1303369269
3640,lakshadweep,2019,4,682552,107,149457.2108710476
3641,lakshadweep,2019,4,682559,100,597218.6920294048
3642,lakshadweep,2019,4,682558,14,6582.465747216878
3643,lakshadweep,2020,1,682555,2725,7559822.515206487
3644,lakshadweep,2020,1,682551,833,2364315.9685132443
3645,lakshadweep,2020,1,682557,457,1021265.9797646462
3646,lakshadweep,2020,1,682556,351,635104.0313028225
3647,lakshadweep,2020,1,682552,331,495116.91370972595
3648,lakshadweep,2020,1,682554,263,606714.8557570663
3649,lakshadweep,2020,1,682559,168,739215.6096037484
3650,lakshadweep,2020,1,682558,23,80812.70064646855
3651,lakshadweep,2020,2,682555,3325,7916550.98094236
3652,lakshadweep,2020,2,682551,1285,3554024.880905837
3653,lakshadweep,2020,2,682557,982,2466847.4324380844
3654,lakshadweep,2020,2,682556,679,1345517.4241300174
3655,lakshadweep,2020,2,682552,356,438300.2289261961
3656,lakshadweep,2020,2,682554,342,564449.4467231544
3657,lakshadweep,2020,2,682559,218,584952.0321700623
3658,lakshadweep,2020,2,682558,33,72279.6597086844
3659,lakshadweep,2020,3,682555,3980,11206286.724219684
3660,lakshadweep,2020,3,682551,1414,3573553.2917372463
3661,lakshadweep,2020,3,682556,1084,2342940.3459927253
3662,lakshadweep,2020,3,682557,877,1630108.2010229547
3663,lakshadweep,2020,3,682552,607,1241637.9545541843
3664,lakshadweep,2020,3,682559,333,767447.7299204775
3665,lakshadweep,2020,3,682554,247,345676.0228254468
3666,lakshadweep,2020,3,682558,47,199183.0383841126
3667,lakshadweep,2020,4,682555,5080,15206028.236546889
3668,lakshadweep,2020,4,682551,2482,5683642.70699198
3669,lakshadweep,2020,4,682556,1189,2709723.883802486
3670,lakshadweep,2020,4,682557,1135,2575732.3130015805
3671,lakshadweep,2020,4,682552,1110,2300070.9627549937
3672,lakshadweep,2020,4,682559,338,1025546.5629377859
3673,lakshadweep,2020,4,682554,230,382427.6476430112
3674,lakshadweep,2020,4,682558,86,228145.60340166077
3675,lakshadweep,2021,1,682555,4769,15007370.90186011
3676,lakshadweep,2021,1,682551,1612,4299900.7358574215
3677,lakshadweep,2021,1,682557,794,1982132.2388505274
3678,lakshadweep,2021,1,682552,722,1950843.71723767
3679,lakshadweep,2021,1,682556,563,1751644.5539918537
3680,lakshadweep,2021,1,682559,328,1260342.2866715111
3681,lakshadweep,2021,1,682554,252,572604.5361795668
3682,lakshadweep,2021,1,682558,45,217943.9434324862
3683,lakshadweep,2021,2,682555,5888,15074376.910641793
3684,lakshadweep,2021,2,682551,2178,5290891.702602914
3685,lakshadweep,2021,2,682552,993,1639413.3254446147
3686,lakshadweep,2021,2,682557,857,1730691.0638645538
3687,lakshadweep,2021,2,682556,587,1363040.3984976518
3688,lakshadweep,2021,2,682559,504,1291413.7783293196
3689,lakshadweep,2021,2,682554,339,740231.7659224959
3690,lakshadweep,2021,2,682558,38,253404.71264818683
3691,lakshadweep,2021,3,682555,6738,20058639.523806334
3692,lakshadweep,2021,3,682551,2598,7159689.520473195
3693,lakshadweep,2021,3,682556,964,2001813.2168829022
3694,lakshadweep,2021,3,682552,940,2135837.973711105
3695,lakshadweep,2021,3,682557,771,3040393.8684833357
3696,lakshadweep,2021,3,682559,721,2942217.371647348
3697,lakshadweep,2021,3,682554,591,1354959.7152181882
3698,lakshadweep,2021,3,682558,47,109612.50854573956
3699,lakshadweep,2021,4,682555,7192,25481054.27885051
3700,lakshadweep,2021,4,682551,3110,8944915.53969454
3701,lakshadweep,2021,4,682557,1413,4646275.172694172
3702,lakshadweep,2021,4,682552,1202,2942810.7048794837
3703,lakshadweep,2021,4,682556,1099,3043732.1416717498
3704,lakshadweep,2021,4,682559,758,3963899.7275848463
3705,lakshadweep,2021,4,682554,606,1786457.5458005327
3706,lakshadweep,2021,4,682558,90,189040.41720516625
3707,lakshadweep,2022,1,682555,7323,25624455.05857206
3708,lakshadweep,2022,1,682551,3633,11612445.902720941
3709,lakshadweep,2022,1,682557,1982,6095982.206804961
3710,lakshadweep,2022,1,682552,1081,2789410.291747512
3711,lakshadweep,2022,1,682556,1080,2361737.0694429493
3712,lakshadweep,2022,1,682554,608,2982499.3684055656
3713,lakshadweep,2022,1,682559,563,2916745.539679209
3714,lakshadweep,2022,1,682558,127,556157.2165568657
3715,lakshadweep,2022,2,682555,7618,26188276.767873175
3716,lakshadweep,2022,2,682551,3798,10849797.532309841
3717,lakshadweep,2022,2,682557,2325,5538905.566183109
3718,lakshadweep,2022,2,682552,1342,4070890.1452125553
3719,lakshadweep,2022,2,682556,1021,3047138.1114224843
3720,lakshadweep,2022,2,682559,660,3611799.004343281
3721,lakshadweep,2022,2,682554,601,2138003.040549065
3722,lakshadweep,2022,2,682558,204,484791.8220121748
3723,lakshadweep,2022,3,682555,6356,20631453.646095395
3724,lakshadweep,2022,3,682551,3121,9353831.698612958
3725,lakshadweep,2022,3,682557,2438,5191563.257028759
3726,lakshadweep,2022,3,682552,1043,4068085.2694256445
3727,lakshadweep,2022,3,682559,979,4657640.807340271
3728,lakshadweep,2022,3,682556,805,2362417.0095640523
3729,lakshadweep,2022,3,682554,341,856246.7154523367
3730,lakshadweep,2022,3,682558,158,458771.2139808475
3731,lakshadweep,2022,4,682555,7140,23769820.494985007
3732,lakshadweep,2022,4,682551,3739,10627138.983090231
3733,lakshadweep,2022,4,682557,2929,6778902.537285896
3734,lakshadweep,2022,4,682552,1068,3769891.263197658
3735,lakshadweep,2022,4,682559,906,4474064.40593197
3736,lakshadweep,2022,4,682556,855,3159192.409999077
3737,lakshadweep,2022,4,682554,376,1734576.37765763
3738,lakshadweep,2022,4,682558,134,500287.1427887819
3739,madhya-pradesh,2018,1,462001,832846,898730606.684653
3740,madhya-pradesh,2018,1,452005,207574,253142785.61052936
3741,madhya-pradesh,2018,1,452001,107648,156165711.64979118
3742,madhya-pradesh,2018,1,455001,104275,118241844.34333043
3743,madhya-pradesh,2018,1,452010,94234,157403991.63155165
3744,madhya-pradesh,2018,1,462022,83978,87238625.13683434
3745,madhya-pradesh,2018,1,464001,79043,78056088.40614296
3746,madhya-pradesh,2018,1,462021,76954,81645808.22890393
3747,madhya-pradesh,2018,1,482002,74060,93745050.67207184
3748,madhya-pradesh,2018,1,462003,73987,87750006.55736303
3749,madhya-pradesh,2018,2,462001,928983,1443626493.1959717
3750,madhya-pradesh,2018,2,452005,246010,402380195.3026551
3751,madhya-pradesh,2018,2,452001,142004,259873127.46920395
3752,madhya-pradesh,2018,2,455001,136382,226612217.2992207
3753,madhya-pradesh,2018,2,452010,129277,261844252.28139323
3754,madhya-pradesh,2018,2,462021,107180,126504336.9668009
3755,madhya-pradesh,2018,2,462022,105767,142892504.9372346
3756,madhya-pradesh,2018,2,482002,103987,157951903.98098183
3757,madhya-pradesh,2018,2,464001,101316,142159110.3236988
3758,madhya-pradesh,2018,2,462003,99813,147560868.44672427
3759,madhya-pradesh,2018,3,462001,1164035,1861753236.3155599
3760,madhya-pradesh,2018,3,470226,323991,147624664.31106216
3761,madhya-pradesh,2018,3,452005,287900,482102101.3115258
3762,madhya-pradesh,2018,3,466001,276731,246461342.72598046
3763,madhya-pradesh,2018,3,455001,239696,348542009.1483245
3764,madhya-pradesh,2018,3,452001,239364,422167574.5546815
3765,madhya-pradesh,2018,3,487114,222326,95525543.45837316
3766,madhya-pradesh,2018,3,462022,218956,235907504.6007541
3767,madhya-pradesh,2018,3,486331,215104,130056224.7084305
3768,madhya-pradesh,2018,3,462003,208570,241162283.7526211
3769,madhya-pradesh,2018,4,462001,1500309,2552351600.8016467
3770,madhya-pradesh,2018,4,452001,343290,585006850.3652501
3771,madhya-pradesh,2018,4,452005,335785,608914775.5363489
3772,madhya-pradesh,2018,4,455001,295535,483571677.4557303
3773,madhya-pradesh,2018,4,452010,278306,549086571.2783393
3774,madhya-pradesh,2018,4,462021,275519,276467132.60838115
3775,madhya-pradesh,2018,4,462022,247693,296890945.9695538
3776,madhya-pradesh,2018,4,462008,242961,294409417.75512815
3777,madhya-pradesh,2018,4,482002,241160,378635020.67435056
3778,madhya-pradesh,2018,4,462010,240419,279849921.506904
3779,madhya-pradesh,2019,1,462001,3626425,5068130944.898084
3780,madhya-pradesh,2019,1,452005,1667463,2491269778.3947864
3781,madhya-pradesh,2019,1,452001,603742,795143251.0594337
3782,madhya-pradesh,2019,1,482001,539450,804250137.6994205
3783,madhya-pradesh,2019,1,455001,536017,660504208.966887
3784,madhya-pradesh,2019,1,466001,471656,384166428.2630392
3785,madhya-pradesh,2019,1,462022,435916,395194631.92283005
3786,madhya-pradesh,2019,1,452010,432653,720758844.8395721
3787,madhya-pradesh,2019,1,462021,419303,316072420.79677904
3788,madhya-pradesh,2019,1,462010,389412,347672223.73239464
3789,madhya-pradesh,2019,2,462001,6704852,11443970357.937914
3790,madhya-pradesh,2019,2,452005,4253651,7470815433.988805
3791,madhya-pradesh,2019,2,482001,1116887,1903950972.5445337
3792,madhya-pradesh,2019,2,462021,597802,404946329.5388553
3793,madhya-pradesh,2019,2,452001,575129,873647635.5393763
3794,madhya-pradesh,2019,2,452010,497913,813285367.1900495
3795,madhya-pradesh,2019,2,462022,493951,475968874.6167083
3796,madhya-pradesh,2019,2,462023,475553,488470240.3268646
3797,madhya-pradesh,2019,2,461001,434348,771524186.5255004
3798,madhya-pradesh,2019,2,455001,418034,723340186.7757671
3799,madhya-pradesh,2019,3,462001,6269219,11834863354.419373
3800,madhya-pradesh,2019,3,452005,4366960,8065739923.082
3801,madhya-pradesh,2019,3,482001,1055603,1863763891.845798
3802,madhya-pradesh,2019,3,452001,1043588,1225514212.4561656
3803,madhya-pradesh,2019,3,462021,940540,505580483.3014368
3804,madhya-pradesh,2019,3,462022,918349,630186966.3543744
3805,madhya-pradesh,2019,3,452010,898555,1133787666.1670172
3806,madhya-pradesh,2019,3,462023,839430,652641997.9865594
3807,madhya-pradesh,2019,3,462003,731558,627704960.5340548
3808,madhya-pradesh,2019,3,462016,679665,620156231.9334133
3809,madhya-pradesh,2019,4,462001,6837881,13576912651.586494
3810,madhya-pradesh,2019,4,452005,5504197,10818308924.232718
3811,madhya-pradesh,2019,4,452001,1476430,1587077410.4156427
3812,madhya-pradesh,2019,4,452010,1305226,1524380730.2016387
3813,madhya-pradesh,2019,4,482001,1266715,2344608582.0637045
3814,madhya-pradesh,2019,4,462008,1257486,1667617803.0829244
