State,District,Latitude,Longitude
uttar-pradesh,lalitpur district,24.6967125,78.411697
uttar-pradesh,mau district,25.2133779,83.0334827
uttar-pradesh,mirzapur district,24.9325993,82.64710861
uttar-pradesh,bulandshahr district,24.9325993,82.64710861
uttar-pradesh,gonda district,27.8306549,77.8773701
uttar-pradesh,jhansi district,28.6839951,77.4530398
uttar-pradesh,chandauli district,28.6839951,77.4530398
uttar-pradesh,bhadohi district,28.6839951,77.4530398
uttar-pradesh,saharanpur district,29.95566895,77.55964886
uttar-pradesh,bara banki district,26.9013312,81.2151601
uttar-pradesh,bareilly district,28.457876,79.40557094
uttar-pradesh,sitapur district,28.3548882,79.4185378
uttar-pradesh,sultanpur district,26.2627557,82.069966
uttar-pradesh,agra district,27.1705419,78.0107255
uttar-pradesh,fatehpur district,27.1705419,78.0107255
uttar-pradesh,rae bareli district,26.25,81.25
uttar-pradesh,firozabad district,28.3800183,79.4181912
uttar-pradesh,kheri district,28.4299696,80.3176448
uttar-pradesh,gorakhpur district,26.7494212,83.3665766
uttar-pradesh,unnao district,26.5,80.5
uttar-pradesh,prayagraj district,25.5,81.5
uttar-pradesh,sonbhadra district,25.5,81.5
uttar-pradesh,ghazipur district,28.6643991,77.3208548
uttar-pradesh,farrukhabad district,27.3817304,79.602854
uttar-pradesh,kannauj district,27.3817304,79.602854
uttar-pradesh,azamgarh district,26.0637645,83.1833871
uttar-pradesh,ayodhya district,26.0637645,83.1833871
uttar-pradesh,deoria district,28.3778393,79.9337825
uttar-pradesh,ghaziabad district,28.711241,77.4445372
uttarakhand,bageshwar district,28.711241,77.4445372
uttarakhand,udham singh nagar district,28.711241,77.4445372
uttarakhand,haridwar district,30.1921734,79.1874877
uttarakhand,champawat district,29.3321606,80.0928787
uttarakhand,nainital district,29.2185482,79.52951525
uttarakhand,dehradun district,29.2185482,79.52951525
uttarakhand,chamoli district,30.4996323,79.61879246
uttarakhand,almora district,30.6309236,78.1603603
uttarakhand,uttarkashi district,30.9654214,78.63368731
uttarakhand,pithoragarh district,30.12666775,80.48338014
uttarakhand,rudraprayag district,30.2864682,78.9814996
uttarakhand,pauri garhwal district,30.1507888,78.7737617
uttarakhand,tehri garhwal district,30.5,78.666667
west-bengal,south twenty four parganas district,30.5,78.666667
west-bengal,purba bardhaman district,30.5,78.666667
west-bengal,uttar dinajpur district,25.6098202,88.1327333
west-bengal,kalimpong district,27.02787695,88.64606086
west-bengal,murshidabad district,24.08632855,88.26684964
west-bengal,paschim medinipur district,21.8360051,87.4317229
west-bengal,dakshin dinajpur district,21.8360051,87.4317229
west-bengal,jalpaiguri district,26.62648365,88.73407701
west-bengal,purulia district,23.3409582,86.359433
west-bengal,north twenty four parganas district,23.3409582,86.359433
west-bengal,bankura district,23.0662415,87.3251923
west-bengal,jhargram district,22.447609,86.998449
west-bengal,howrah district,22.5801698,88.3362713
west-bengal,hooghly district,22.8924411,88.3994271
west-bengal,kolkata district,26.5257678,88.7198637
west-bengal,koch bihar district,26.25,89.5
west-bengal,alipurduar district,26.4811994,89.5279728
west-bengal,paschim bardhaman district,26.4811994,89.5279728
west-bengal,nadia district,23.4056806,88.4913312
west-bengal,birbhum district,24,87.583333
west-bengal,purba medinipur district,22.2788123,87.92250436
west-bengal,maldah district,25,88
west-bengal,darjiling district,26.75,88.25
